,price
73626,20900
9985,68900
94,9999
66580,13900
108692,60900
86106,9900
64507,67300
100319,79900
22329,227550
23259,199899
63047,67900
64313,29900
34017,161899
100645,5999
24573,15400
108114,8900
106818,9900
21141,439900
34163,58500
110290,45500
53220,31499
55532,811341
10950,11000
66335,26900
116923,41700
83849,36900
30747,67800
85677,19800
16762,96900
85667,13600
71775,84900
13511,15988
29437,13900
13807,69999
99078,92900
35488,25990
52874,17900
67097,30000
10319,49900
54954,15900
107508,19999
25376,52000
69311,72000
40472,29999
11674,8950
39600,207900
108817,169800
24082,89900
24118,89900
56121,24800
19844,189900
13136,18500
3651,32900
46384,19900
35005,395000
50123,39900
74414,46900
72890,69900
116733,298000
31151,143910
99872,56900
91895,25950
70326,29999
98398,31900
52751,21500
11161,18900
93976,36900
17701,57900
53739,64900
108736,25900
35277,137600
95535,37900
13583,12000
47312,11900
29473,23900
75469,39900
64760,26900
56705,104550
13212,24700
6335,38900
86248,9900
66295,19900
96344,43999
34645,42900
53888,64790
89643,62500
74748,47000
18429,19500
67977,57900
39301,37000
39115,46500
48652,12900
102545,52490
105850,13000
59095,28300
54653,14500
56977,258300
45449,49692
87045,89900
96577,98900
112493,21500
94854,19900
77533,100999
35540,14500
29944,25900
109828,143900
44795,23999
3585,50900
116480,204900
116244,110000
98275,12500
8150,20500
97633,14350
95488,16900
97154,27900
50534,6990
98585,12900
75154,19900
105165,113600
75533,54900
48952,47900
55946,89900
6569,39900
93667,21900
52569,13900
5239,31900
109923,89900
47562,19500
97035,59900
41474,67900
39861,18000
341,9700
66254,10900
74947,17901
57821,14900
22362,162000
80856,14900
113001,56900
60917,134900
108561,38900
16536,197900
4636,12900
113718,17900
109103,36900
107253,29900
91828,26800
48147,8500
24742,18900
72199,76900
38883,16900
30832,89000
30054,19900
73805,15000
4417,14900
63405,9500
67117,21700
109243,89900
100,6500
108422,37200
93175,89900
18727,25400
99137,151800
40848,147900
83135,13300
79247,49900
102493,60990
87990,42500
17893,239900
2221,45000
92527,49900
79089,24500
113999,50000
40816,111900
107453,34500
93782,16700
49664,48500
55726,110000
117754,159900
36912,12950
100917,35400
116921,42000
96964,70490
31172,244900
48,25900
96901,83990
103779,18900
35405,10900
84811,132500
86445,9200
22383,199900
32344,279900
13009,29999
113213,30900
50530,9900
21246,362464
116023,169900
27642,72990
20195,181917
75682,29900
82083,25800
114149,189900
27581,18900
6492,44500
115433,79500
55758,206000
91370,21900
80102,74900
37455,27900
46193,39900
58175,4900
89480,25900
90867,76200
101249,95900
92599,49999
45281,18900
14433,7999
52421,25900
42826,63900
63022,102100
21207,433058
42025,8200
17863,259850
46728,86000
7506,19900
113582,16900
52119,8900
20333,199900
64842,64900
88738,25900
112210,24600
101808,12900
46467,18900
103158,7300
104518,48900
92559,37900
92831,179900
80114,73900
53841,67700
5712,78950
68311,9750
78849,117900
67987,79900
55582,779000
2992,59000
86746,29200
73173,27800
13501,20900
95397,15900
34712,174900
108991,144990
9501,45900
25453,49999
95682,29900
63884,45900
112183,19500
40656,34000
95197,44900
82313,56000
100872,27900
77646,56500
50840,39900
44168,111900
69588,130500
54948,25999
56630,125799
37493,26500
103508,42900
75845,72900
87676,16800
80079,136500
26456,21000
115254,72700
10120,67500
108463,155800
64604,56500
75279,17900
91785,42900
83829,19000
85721,14500
69082,84900
99091,88000
32709,106500
62647,44900
88373,172400
79918,96200
84450,45900
53275,73900
55295,69900
74293,45000
90832,82900
33633,32900
99918,83900
66229,17500
19293,79900
75316,9490
103257,9900
40271,14999
16363,43900
112337,16900
21365,169500
23161,479900
8921,110698
80024,156600
106606,24900
101831,13400
9447,6200
105449,8800
13628,17900
7755,12900
894,12800
3696,61799
28817,276800
2696,33900
28402,54000
96219,42999
16380,30000
38376,85200
37066,25900
83362,12800
69569,35999
30204,49999
74658,64900
89724,92900
55839,169900
57940,47900
1696,39900
108894,64900
21135,750000
104350,35900
81950,33900
91870,22500
8757,64900
84118,15900
43310,123000
24740,31900
12690,22700
83745,38900
9198,6999
59926,110000
34252,235000
37939,47000
52604,24500
78395,79900
26876,29900
95751,19600
50430,5500
93452,67700
73050,31000
59713,159900
117099,132000
107258,46000
88277,82900
42635,18900
105587,78000
28434,65800
93804,35900
53118,30000
30211,88000
77594,56500
21431,167400
112250,43500
12397,34900
12669,28999
47360,51500
109129,38900
108224,11000
30277,66000
61268,157000
103618,31000
12481,9900
79681,52890
117890,229900
95957,55900
105585,85000
35295,169900
32830,112000
111925,31900
73507,184900
95885,42000
111742,7500
48574,6500
3123,67990
18042,322060
52254,25000
76616,124900
109466,120200
80807,9900
80230,124900
83328,13900
63046,93700
81756,23999
60487,47900
45369,18500
104376,39800
34144,94900
6266,49999
17347,115900
11237,22990
60090,129000
88561,127900
22655,311300
56116,18200
2689,27900
99957,89900
28639,137900
32778,139900
94512,59990
23947,91700
23172,294900
80171,69900
73183,29900
80454,139990
72649,125706
42266,6500
116822,54000
30513,39900
108680,166900
48821,28500
29612,34900
47842,25900
116418,42000
40613,31500
99012,24900
43110,24900
10013,61000
89720,67000
83716,23000
60223,28500
67205,28900
78546,73000
112026,27500
77980,37002
63298,44900
84281,145500
45268,15500
1102,12900
114486,47000
109529,33900
50290,10600
5779,76900
66397,21700
90776,72900
57634,12900
3912,24800
8548,38899
107953,30500
2461,26700
99788,74999
81294,14000
18812,25000
53168,21900
45670,88260
77029,12800
117600,215250
57607,14900
53655,105900
62911,84999
100247,124999
53248,15400
99033,32900
81504,21500
62894,44900
90084,15900
61039,209900
74732,37800
54238,94900
85897,41999
95229,13900
93335,110000
107348,59900
91771,35900
29390,9900
117594,159900
58946,3790
100117,118000
89507,19900
78990,32900
37422,34500
2249,30000
35214,119899
54298,303800
33944,394200
1943,24900
114468,77900
93027,85900
30890,64900
23246,289900
33671,32900
27178,24500
31773,102500
12451,38000
63640,11900
57485,54950
42426,21600
104604,75000
77360,13000
72747,9999
105552,63500
96227,55000
100136,31500
72699,86900
56030,69999
81754,31900
93488,82900
45721,35800
10445,74900
105056,124900
11649,38900
7882,16900
67685,56900
84979,149800
113035,34900
34302,239900
107299,19900
49145,45900
80788,15900
82240,9000
63554,10900
57021,259900
102813,49900
97138,38900
54520,30900
70663,12500
107877,17900
6571,34900
15431,32600
20645,79000
12410,25500
73788,12999
43517,119900
35223,198100
21353,264600
30006,22500
49803,39900
69623,119999
117883,234900
59000,26900
63788,24200
32366,519900
59432,233400
111943,19400
60329,35000
86647,23900
114340,29900
98609,11000
27181,27900
17479,100000
61926,499000
63415,3900
87580,8900
35677,105799
37149,24800
51647,56900
111726,8700
89178,21888
96912,80090
12832,25900
28560,306099
96233,63899
81240,25900
76301,6900
108814,49500
36766,18999
59048,31900
16058,69000
110534,49900
114552,43999
38233,61869
80374,89900
116250,52500
85868,38900
95216,13800
47231,23900
54566,23500
40846,99900
69614,77900
68176,9400
62943,77900
99707,71900
113224,42900
83757,19900
100890,169900
89806,60900
109536,35000
35597,79900
51866,44900
4285,14800
88120,35900
1355,10800
73284,28800
43838,55800
60127,22900
92268,44900
84271,89900
91767,28000
64491,73900
106497,108800
32143,480000
5227,30000
59888,139900
85077,61899
77325,53000
80544,18100
62736,125200
22129,57900
15882,49900
166,13500
84972,29700
22117,71000
112007,34900
64545,67776
66114,20900
11963,13500
112362,17000
36705,13900
26216,5900
110212,24900
111662,5300
48610,7900
69290,170722
114250,49900
52747,21999
28872,145700
46515,42900
73567,194100
39217,18000
72509,79900
91737,33900
93281,81900
99357,87900
92221,43999
8131,34900
21118,389900
80517,13900
105095,89900
20377,344100
93889,34700
104630,59500
104581,87000
114682,89900
103169,6499
79271,48900
94742,15900
67311,25900
57596,17900
93460,89900
108383,44900
91804,28999
34986,530800
11834,10300
108863,44900
81709,27700
105060,90900
74362,57900
11744,13900
16287,39400
61979,295077
91214,17500
55284,185730
58299,40950
29464,7500
21871,224500
71829,83900
63294,85700
65916,151500
76197,3200
7084,67800
28161,38500
20483,234900
105811,14500
45949,22999
93426,76900
79341,28500
74320,65000
7997,6699
82526,19000
54631,39900
80461,53900
41179,81900
18856,25900
55442,122877
16969,109470
10703,46900
16629,97900
59793,127900
66115,34900
20181,163900
88182,73900
27645,89900
19260,73900
58112,145000
68377,7500
116557,199900
57914,59900
74383,47500
56600,129900
64028,43900
50613,17900
85070,22000
14863,18400
109849,179900
1845,22900
20729,88300
100995,18300
44401,128900
105571,75900
47700,24000
11825,21990
99894,169900
88185,82900
63356,79900
8565,23900
1002,11700
80982,195552
16772,127900
17138,5800
26284,20950
97332,114300
29597,23999
103003,72900
78051,48900
107106,54900
62330,99500
37468,26900
112280,58900
87945,33900
20442,249800
43395,106100
36537,15900
44011,39900
105961,9800
78724,118132
10118,54900
87827,65000
60657,42900
21414,75564
45266,10500
57526,352000
99820,81800
13665,7500
5419,65900
21930,68900
108313,34900
27594,24000
10899,10900
113589,13400
78347,35900
91967,19900
29385,5700
35216,194500
52236,7999
113649,16900
20658,88400
72640,84300
3866,34500
40475,60500
79866,166900
3113,66900
94242,37884
5683,83900
14301,15900
85444,55000
55095,104900
1908,25000
6476,28900
92894,112700
37763,39900
28935,115000
106455,93900
45078,59900
10665,94900
58975,10900
58574,12500
30634,103950
8745,84100
82835,39900
30045,27900
76788,159990
39609,159000
16869,67900
81550,329999
72949,25000
34519,366000
67431,44900
82561,49900
13040,19900
93577,145860
12843,32999
40486,41500
36646,13900
83273,14900
51151,86900
13309,36700
54827,23000
38165,48600
15529,48600
3335,80900
15259,22499
108747,64000
62782,64000
16588,79900
65206,69900
6598,31400
4718,14000
93716,22400
81544,205410
43434,98900
77078,25500
97722,7600
2049,30900
18473,21900
12906,17000
95637,23900
32395,452300
1951,43000
26719,19900
26243,13900
80639,51500
51871,34900
95941,54700
1286,11850
1556,14900
76153,11500
52834,18900
2737,28500
114711,37900
93058,75999
107815,18900
20599,184900
4321,9900
88930,57000
42004,11900
30103,29900
70434,20500
75925,70500
34585,375900
39433,120000
60981,159900
79171,48000
104766,57900
48759,11900
43908,63000
93815,34900
12779,29000
78732,124800
25946,6999
14630,12999
65762,38600
69012,101900
34036,149900
3265,95900
84204,24900
112174,31900
24464,209100
72244,56000
96157,55000
71823,98900
264,35900
28689,289801
74570,40500
84641,6900
12037,23500
79205,36000
46245,32000
4961,12700
52470,29900
1093,19900
47659,17400
53641,49900
42646,14850
81877,23000
42937,39997
51104,12000
69820,91900
75453,67700
87717,23900
28847,112000
45457,19900
90397,31500
35176,189900
92614,57800
90414,38999
44703,64900
32754,88000
114084,29900
29226,114900
111013,12900
69451,8900
5133,40800
110987,14500
99952,109900
75464,37800
112492,19500
26470,7800
105983,10900
37891,67800
95416,36900
772,18500
40240,17000
104811,76900
110575,19900
17368,42900
32589,45000
86602,23900
54526,25900
78553,68853
18144,9999
107585,13900
60928,314900
17116,7500
80629,15999
111837,22900
32704,81900
103521,41700
85471,77900
85028,38000
80803,18900
19581,82000
9703,29900
28103,85900
51887,30000
120,13000
3837,38999
42557,24500
92625,46900
47723,26500
42636,33900
48671,16900
87150,75600
15538,35900
76811,199990
36152,10900
108679,64900
70750,15900
114479,26900
91402,14900
8897,75900
66243,26900
78767,129012
26809,18900
87803,30000
99802,61900
56291,260000
27209,33500
52371,39975
27071,21900
104910,74800
19505,81800
43340,112200
71251,32900
49283,43900
103104,136900
53893,45000
7311,11350
15744,44900
34910,66900
20224,296790
71461,7900
35047,159490
98461,8500
35967,51900
65658,59900
98008,59500
77153,24900
67255,20900
17614,39900
15024,15900
78423,29900
82053,15300
50758,69900
67775,56001
43708,44499
79422,16900
106415,26200
82529,18900
62559,184900
25826,159900
84466,29900
63214,45999
100335,9500
108123,19900
79213,37999
14202,6000
100662,94900
70644,10900
71321,32000
96297,52000
25779,47500
41796,116900
115207,14900
24124,89900
56739,127900
44769,329900
58614,20500
38388,64800
68637,30999
14236,6100
19510,99000
96665,69999
45846,24800
11778,18800
13797,84501
81607,64500
21570,72000
56158,33000
101022,149900
94796,19900
36868,18900
111050,14699
73061,22500
54673,48900
59623,139900
69263,21000
10667,71000
3688,46700
78608,62990
99613,84900
115715,88900
77755,67800
2326,31900
35229,157900
91624,43499
50792,39900
21982,84900
112812,59000
91157,16000
29877,29900
47491,20600
31933,79750
44313,114900
33750,24900
12488,3900
11418,11700
35106,159900
13331,26900
27804,97800
89266,19599
23169,193000
25800,155100
77571,56000
22457,251900
101458,68800
108715,28900
84809,117400
99628,79900
32836,194900
104166,43000
113153,49500
40346,18000
20234,229900
40288,21000
4656,26000
32769,130900
27685,78500
5076,39500
32822,214200
84144,17900
57142,178350
97754,22900
99390,88000
23192,169000
62830,124990
93725,17990
13743,104900
73713,15900
5541,70240
95625,20900
20643,130500
93130,79900
107745,36900
57056,259900
83547,33900
96687,140800
38644,110400
70471,18600
29638,25800
64960,84900
42398,87460
111843,18900
23416,445649
1461,11900
74394,52800
35170,144900
38752,18800
55244,29999
38085,64900
85379,88900
105005,67900
13686,60900
77005,9999
53056,21800
100778,10900
12375,75900
62853,132100
115109,17900
109016,65000
34544,396900
58395,15200
55225,64000
27613,24900
81312,20800
111243,100900
115089,12000
45674,35400
80035,109900
62738,138500
2345,41900
7682,12900
82513,21500
117506,135000
81804,19500
68657,27900
95686,25900
65478,61500
68231,8900
65595,71900
63613,11900
41949,19900
94456,93490
32428,56900
21947,49000
26105,12999
49077,20900
26964,18900
64765,13900
114758,65900
61112,389900
63423,3950
12193,41900
76918,3290
61610,46900
87443,60500
82458,39500
83351,8500
75559,46900
35972,30900
13525,22400
13655,34900
88086,31900
67237,22999
44782,40990
110810,44700
69495,9999
62769,132900
6744,23900
44255,137127
83484,56400
114383,174900
58284,34400
101169,49900
71988,7700
16838,199900
75133,18900
108210,5800
48893,44900
4917,29900
104970,84900
54009,326000
83851,19900
78971,49900
108478,45900
5808,19900
22709,139900
29487,12000
31357,381500
2228,37999
7895,27000
36817,6900
108281,77500
113179,132900
10142,76500
92231,43000
91663,77500
95872,57900
15741,64000
26971,17900
62696,125115
117896,295000
11609,84870
104545,45510
15807,49900
39814,3500
1287,10700
28407,95000
65061,37500
84558,51900
63628,10999
79787,34000
1171,11000
91913,30900
41595,77000
78867,35500
38205,62900
68029,54900
54549,35900
88545,66900
79023,42900
6506,31900
88089,43900
109809,78900
91081,102700
70433,25500
9606,39900
71041,73900
93608,126150
89156,12999
41834,26999
14229,14700
30578,65900
14617,11900
110255,24900
13178,13000
27226,32900
66422,25500
74210,62500
39389,29900
114048,44800
88972,69000
7178,18900
4213,28500
64562,66990
83891,36200
53802,68400
71695,93800
82885,17300
102326,146500
27569,20900
84028,19900
13154,28900
27768,89500
104285,27990
52923,26900
110823,13500
79897,172900
80871,79900
58446,17400
54449,159999
32551,39900
15676,27900
30420,95900
102685,45900
73683,22950
61469,47900
92520,39900
38716,23799
22582,227237
10218,107800
102504,61990
105436,44900
103444,18900
12701,29900
39044,17750
109141,33900
5286,34900
88973,26500
97986,61900
67528,48800
10997,13900
7513,40590
82960,44900
96858,139700
103289,30000
65675,18800
37185,18900
6102,48999
29387,6900
6509,44900
23013,79890
114771,75000
73979,44900
18201,19999
50227,8900
52911,22999
49297,31700
66728,36900
95959,41900
60253,17900
40115,16600
19139,95000
517,22999
26193,17500
60759,35900
8348,28880
104946,45900
110064,184900
10248,121850
48973,29900
79647,51500
60262,31900
52667,15500
49284,56000
40477,37000
44623,29999
25446,91900
30374,68888
73121,18900
105396,44900
19543,65900
7764,15999
37575,47900
69994,38900
32844,182400
59733,169900
104492,19900
74001,25000
89808,98800
100470,74900
73400,103320
34183,49000
53364,66500
88377,164200
42749,28600
52262,3900
65237,58999
80894,240350
85922,54900
67455,59500
51470,79900
57345,366500
33541,282000
110479,20910
31610,114950
16954,120000
99307,139900
26361,8499
67215,22900
72639,97400
111312,105300
2470,25900
42595,30900
90906,78999
56711,128900
45124,16700
75428,40900
102451,26900
20891,35000
54467,187000
32679,203500
46529,107420
74184,62900
53411,89900
11201,4500
82728,9999
35654,88900
72299,125900
75146,14000
110899,14800
9605,44900
103733,12800
47106,7100
31561,379900
37655,98700
91789,52900
45655,61900
96431,73500
100133,43900
76882,15900
90429,35500
7022,29800
20905,32800
69536,7999
4818,16900
92384,39900
35288,138900
56814,265900
55667,33900
12245,45900
2174,28999
9432,10900
34875,75700
11279,12900
92946,71900
29495,14800
89336,19500
82077,18400
109225,53900
71333,19900
110248,19999
81891,28900
61150,179000
30940,69990
91375,23300
88256,73900
75795,41900
87433,45400
41870,19600
70584,17400
51681,139500
29399,9600
72805,16800
46748,134900
51967,39900
39369,75800
22376,206300
37077,18999
113625,39000
87770,44997
40452,25800
14360,11900
82986,18900
34716,259900
56250,76900
15869,38900
63571,11900
47628,26000
73954,17600
71516,46500
96041,59900
20452,299900
47028,9900
110736,14900
38694,116830
5318,17900
106057,15500
73319,128000
52662,36900
49404,50000
61204,229900
74643,72900
89521,22900
69580,74900
87023,34900
80522,16900
105562,129900
108005,11200
86771,13000
11224,15900
99854,64500
111759,26900
75433,35999
20359,264900
108329,78000
44235,94800
106060,17900
2589,23999
11891,6999
48879,40900
94780,19999
33955,149000
3052,46000
50041,154200
101463,47900
68742,21400
75256,18900
61702,41900
32387,599900
93163,79500
109505,28900
38691,259900
116322,79700
108417,69990
9269,14900
43212,94900
70173,68900
26323,6300
79663,32500
55498,69000
49216,24800
81451,11300
105651,12999
61865,279700
71465,43000
83017,14900
2703,25999
76444,123800
70014,54900
54228,88000
115549,31900
80181,75900
88990,86500
71903,134900
80847,15500
14483,16900
43887,28700
49695,46900
10896,15900
17970,194900
2961,25900
65170,36900
115454,55350
10328,47800
14320,13800
90944,72600
117570,229900
36014,15900
27938,43900
70481,33700
29526,22800
63873,14900
53476,64900
33184,290100
42993,24900
96017,54900
75489,30400
80001,69799
40249,14000
36155,2999
87752,38900
116785,168900
105000,77000
61811,639000
57769,9900
64996,6250
22983,339900
17437,52900
97828,25999
36082,10700
24878,17999
81114,59900
114880,45900
65266,11998
47254,18450
73577,99999
73329,69900
63689,7800
110726,17000
51605,77300
41347,99900
17234,179900
89968,24999
108644,31800
44062,35999
58109,124562
77157,22900
73102,39900
91017,54999
81729,19900
96274,49900
12632,8900
106862,8900
80595,34999
88976,59500
72102,71400
104233,29900
62710,141200
102571,7499
24764,28900
18725,29500
6846,22000
78027,44500
25105,40000
49498,26900
47220,29500
111230,74900
112580,15900
116744,162900
105037,95990
97235,23000
17021,139898
11372,10900
88436,169900
47895,14700
99231,89900
49347,27500
54987,24900
110063,177900
57744,17900
19776,77900
42270,10500
88742,20900
96706,82900
1347,9900
32352,551700
37222,19900
30730,57400
72675,48900
12251,65999
26403,13900
25048,14500
47468,37900
47978,59999
43257,41900
95628,26300
1316,15900
56796,175000
2849,25900
102216,32900
102756,56000
90528,24900
101419,9999
93251,171800
32182,215000
7334,10700
88463,180299
72260,69900
65331,19900
7263,6500
102163,39000
6943,44900
64085,19900
94999,38899
64723,16999
104633,60500
75727,35900
39147,49900
96524,9200
64676,65900
58725,10900
2386,33900
111200,105050
529,24000
53344,54900
81508,9500
59001,27800
87073,38900
78557,33900
74663,23900
39670,6299
35147,112000
114946,8299
85860,51537
59045,23800
84395,27900
57814,8200
76677,160750
113329,141500
67915,52900
99881,53900
80651,2999
44376,103200
34016,215000
58982,15700
117197,249900
50846,31500
52977,42000
86266,9999
106644,88000
81476,14900
93349,107500
76929,27200
69266,24900
68441,13800
100013,44900
33421,254390
67099,19990
35495,31900
87371,77300
22434,219602
17778,307436
42829,71900
24029,159900
82647,43000
10800,49900
83322,15999
7705,14800
40713,38800
23144,49000
22659,245700
53247,22900
95186,34900
44231,89900
11349,14500
98391,18900
49698,39990
109160,32900
30932,40900
30465,77000
105621,68800
88105,50900
46756,139800
86526,8900
94342,67900
45200,18500
37911,69900
99415,56900
28526,147900
54488,210943
98045,49500
20552,199900
117081,276700
1261,7999
74889,26500
83612,34900
104738,61890
101679,65500
88026,55999
100893,43900
47147,7500
97756,27500
3659,63900
27010,23500
27676,90500
97950,72999
103821,2800
76085,69500
95484,17000
86769,31500
9591,26000
61628,46900
19934,239900
69839,56000
80275,99900
35502,59999
25619,211300
40062,13500
3683,58900
80317,76000
97835,25900
85807,105500
58544,19500
53686,81900
84888,32900
53580,58900
86418,9950
94235,59900
53902,53500
80980,275424
111632,9900
35682,82779
72888,80000
88351,161400
5598,62000
55464,161005
76321,10900
44659,26400
22660,249900
56485,370939
34347,169900
90650,32700
41237,55000
99320,52900
58948,4750
95551,166890
22632,334650
90964,57800
7391,13900
84308,125450
82627,34500
65340,22900
70325,26000
71198,32900
98125,65900
35777,318422
106382,16900
54000,109900
85219,40000
76943,3890
79652,41900
41947,13900
6167,29000
75998,67700
62582,147477
11282,8500
80113,72900
126,9999
35024,187000
19424,138000
33426,138000
70807,83900
81973,24900
28234,75950
106652,73900
47385,14900
58288,35900
19720,71999
68761,36500
71097,32500
79733,26900
16669,126308
64899,89999
48980,42500
68863,62900
1721,20000
13256,23900
20938,64900
17064,89900
10671,55700
5932,112900
89874,29500
96121,43900
56070,125000
75253,13700
35491,15900
71982,7900
102187,35000
76924,4100
53306,85000
34449,447900
109726,33210
77419,25500
39963,9200
92003,59900
28005,94900
45918,49900
23377,257999
97750,27000
66315,25600
97471,98300
95024,68900
25862,75900
58817,12400
50258,7900
105209,54900
11905,20700
70958,45900
95054,59900
31949,33900
17728,65900
35402,27900
65263,7990
36065,6900
102855,36400
51630,55900
7867,25900
46324,17900
30472,86900
14610,12700
109958,91000
59728,119900
91660,64900
33375,224900
77392,13000
33484,185000
79550,52000
90476,32900
40830,73600
16118,59900
20923,80000
91359,21900
80085,119900
1335,15900
78274,49900
8492,16900
54598,32900
92116,54900
51219,64900
27772,49900
109888,86799
106039,7290
17823,149900
17739,69000
112767,89900
103270,34900
102338,115000
17802,149900
55789,168000
111122,26600
74828,21500
25665,49999
110896,15999
70267,29999
19846,51900
34562,289900
77422,16900
96670,123800
89317,19900
109238,57900
81726,24000
78000,81900
113823,15900
26631,31900
50393,11900
80603,27900
74837,42900
51690,185900
95097,33900
114648,43900
12588,116900
80497,16900
99807,49999
67260,35700
39456,235000
70974,59900
4816,26000
83586,6500
2440,26500
24523,23800
63572,14900
54991,17490
15642,30900
94326,129900
6205,49100
7451,12900
978,22900
38120,48900
99858,63001
30306,47900
116937,21900
110533,33900
49813,129900
66768,26100
74951,247900
17303,252900
20941,140220
94053,34900
100088,69900
31062,321600
97924,46900
59536,259900
92608,53800
43137,16999
58914,18900
65600,69900
79052,41900
18676,40000
20725,79900
51652,71900
27842,51111
82929,49900
20384,295400
94185,58900
69257,33500
105836,12900
56095,24900
82650,38500
77600,81900
112035,17900
38345,45900
111064,23900
45177,22900
11079,2999
60709,48700
2068,22900
5079,40900
29977,53000
91459,12500
14681,34900
35756,361563
96392,71900
54646,29900
1938,31500
16387,28900
103117,125100
27760,109900
40095,15999
1031,9900
100750,79900
31511,233700
116067,269990
23866,20500
114455,29999
92833,153900
4032,1700
70594,19900
4402,14900
81596,120000
9610,27500
21101,487950
97323,98300
93394,76900
5391,71090
57017,230010
56378,43900
96315,41900
28334,112900
55266,34444
115283,79900
98498,11900
23151,299000
27765,89900
105835,11900
44161,89900
18898,30000
69089,81900
24185,178900
115038,12999
80583,67000
91357,13950
32443,41000
8584,34999
82342,17900
50823,25600
2309,29900
671,6400
23743,119900
8443,20900
46485,59900
44505,89900
26190,7900
102324,96500
48497,8900
38280,59900
94719,15900
27821,55000
113655,15900
43603,111900
109667,24999
47926,22599
27622,14900
61474,52900
48032,38900
25906,9200
74979,199950
100347,19500
69984,65900
92940,91900
69803,70500
38321,54000
25456,48900
113644,12600
96179,47000
13785,47800
79824,88560
63814,10900
44261,119900
27724,111100
110951,11900
33047,71500
83131,16900
100330,85000
96659,76000
67380,20900
58675,18200
105778,5900
70984,26900
56409,42900
50179,5555
54165,275000
115044,15900
89681,49900
13137,19900
67726,60000
46589,85500
64993,43000
30002,14400
48481,9900
89622,86900
19805,119900
21593,194223
57959,150000
67941,82900
43036,38900
53381,60400
111594,9800
38893,14900
24578,20700
31669,139999
112800,48900
74169,53900
28502,199900
49389,51400
4049,4700
48680,21900
16094,44900
102744,37900
24345,247562
70468,15400
13278,34900
78756,124900
114716,47790
67014,49900
91686,29900
74580,30999
97121,21899
11770,14500
90313,41900
110300,32000
66637,11600
13545,26999
70747,15700
49569,39900
10541,48900
85447,56000
68667,10900
43172,10900
34825,409000
61158,135900
17129,10900
39829,11900
15884,28500
102782,34000
66375,17900
104697,53000
68332,8800
67335,25800
30223,72000
59682,133900
97737,25000
3458,46900
65677,15600
6969,17700
9505,18550
88606,7900
8977,78300
94917,15600
34914,71900
347,18500
41833,47000
15756,54900
80928,239900
28769,243500
111571,11900
116721,297900
13786,72900
43263,75500
49861,35055
19213,164900
111601,12900
65461,89400
72349,95500
42659,16900
115486,82900
10725,67900
111462,25990
12285,69899
62535,67650
57147,350000
60591,159900
66162,24988
42337,6999
34895,129999
67861,167200
64839,86500
2710,23800
13867,53999
48753,17900
9962,30900
5735,80968
110475,74999
72012,14700
64930,84900
55285,135900
107127,45900
50818,35000
96852,189000
79827,97900
88140,89800
85367,59900
9917,19000
97243,27000
18064,95900
27775,99900
37329,47700
79916,87900
115148,22999
27574,32500
72454,98900
110251,34000
48679,8200
81571,138800
43930,38900
68823,39900
38381,63900
88833,28000
17568,71900
2535,24600
42873,39997
75379,16900
52746,25000
108672,69900
91380,17444
94302,81383
70183,56000
63865,14400
13280,14900
52778,29900
97747,17600
25177,34900
55802,243200
49621,23000
43919,64900
39401,17500
84644,8999
60044,34900
82108,57900
19992,277900
18264,7500
39203,243990
9250,12900
66605,5490
52308,31990
16109,32900
49185,49900
17912,178350
92691,37000
27284,20900
71729,77900
11152,25900
107261,41900
29679,36500
35844,74900
80053,89900
34992,459336
57130,349900
92844,103900
21525,107000
45722,45900
31079,159000
88772,29900
100226,136700
109348,34900
51515,71800
46516,62000
81684,20000
45892,35900
4741,11900
102835,29500
45659,29900
81931,29900
10511,57800
73077,25900
44404,129900
34450,369000
20456,184499
73115,22900
16960,94999
56036,92500
81116,35900
33983,334900
89295,39900
91347,19900
102799,54900
73225,18000
48824,26900
67371,30999
28041,76700
39916,10500
79715,39900
104103,30800
80537,12900
93033,79900
49096,23000
61774,399000
103299,36900
84994,129400
40037,17900
89296,29900
17596,58000
68676,38900
117827,135000
2873,24950
95667,26900
42190,12000
68715,23900
45438,4699
103755,18900
85163,48400
70895,89800
68463,31500
101171,56500
12962,19900
102739,27500
37119,18500
67207,27000
18189,8900
70966,33900
94687,19999
29131,245600
36791,20700
34511,379000
25525,133000
80699,10000
73140,18999
92001,62900
105217,82900
6042,41900
27265,30000
50654,39000
15176,22400
82911,27900
114867,69900
64805,22499
37980,36900
11231,9200
67000,19900
40311,15900
42363,33898
42666,29500
76822,154500
22382,274700
18815,23000
101653,42000
10302,71001
29214,100000
9886,33900
64052,34800
10333,46900
30547,77999
60938,154900
34571,447200
114820,62900
85676,15999
6501,27900
8270,8300
24058,144900
84212,27000
101750,8050
94847,21900
107631,39500
82764,54999
43874,47900
84424,42900
68602,23900
109296,47900
71705,82900
78616,35900
77170,26400
109732,28900
34327,125500
24817,13000
18246,8900
49423,45500
34570,359000
39597,375801
109649,23999
39857,8500
3127,63900
37860,77900
51997,39000
33994,311100
85284,43900
108513,139900
116348,67900
47326,24500
59421,39500
100419,22900
107271,46900
33895,139900
112789,44500
103236,7500
40963,83900
53128,33900
47009,7900
80828,19600
33703,27900
40891,104900
53027,16900
69219,29800
101141,37800
55831,279948
12292,38800
115184,16500
22406,178900
90291,50300
19683,122889
111826,18500
58363,53900
64890,84900
91719,33900
12868,17500
18979,18800
68401,13900
91972,28900
58825,16500
61883,174000
